month,state,handgun,long_gun,total,population
2016-02,Connecticut,13316,4250,17566,3574097
2016-02,Delaware,2702,1633,4335,897934
2016-02,District of Columbia,74,7,81,601723
2016-02,Florida,62770,25228,87998,18801310
2016-02,Georgia,24534,10747,35281,9687653
2016-02,Idaho,4419,4321,8740,1567582
2016-02,Illinois,30241,13543,43784,12830632
2016-02,Indiana,32373,14947,47320,6483802
2016-02,Iowa,279,2859,3138,3046355
2016-02,Kansas,9407,6165,15572,2853118
2016-02,Kentucky,19243,10414,29657,4339367
2016-02,Louisiana,16474,9031,25505,4533372
2016-02,Maine,5426,3234,8660,1328361
2016-02,Maryland,4368,5803,10171,5773552
2016-02,Massachusetts,6253,2838,9091,6547629
2016-02,Michigan,19778,10899,30677,9883640
2016-02,Minnesota,12754,9635,22389,5303925
2016-02,Mississippi,15296,7203,22499,2967297
2016-02,Missouri,30802,16707,47509,5988927
2016-02,Montana,3779,4151,7930,989415
2016-02,Nebraska,154,2078,2232,1826341
2016-02,Nevada,6643,3115,9758,2700551
2016-02,New Hampshire,6798,3464,10262,1316470
2016-02,New Jersey,6007,3613,9620,8791894
2016-02,New Mexico,7455,5049,12504,2059179
2016-02,New York,11963,15324,27287,19378102
2016-02,North Carolina,1543,14935,16478,9535483
2016-02,North Dakota,2100,2419,4519,672591
2016-02,Ohio,45459,20745,66204,11536504
2016-02,Oklahoma,18984,10754,29738,3751351
2016-02,Oregon,17116,11665,28781,3831074
2016-02,Pennsylvania,61933,11791,73724,12702379
2016-02,Rhode Island,1288,848,2136,1052567
2016-02,South Carolina,15746,6847,22593,4625364
2016-02,South Dakota,4170,4009,8179,814180
2016-02,Tennessee,36439,18121,54560,6346105
2016-02,Texas,72584,37980,110564,25145561
2016-02,Utah,4413,4000,8413,2763885
2016-02,Vermont,2273,1681,3954,625741
2016-02,Virginia,30085,15948,46033,8001024
2016-02,Washington,20583,11991,32574,6724540
2016-02,West Virginia,10746,7436,18182,1852994
2016-02,Wisconsin,19465,12431,31896,5686986
2016-02,Wyoming,2287,2036,4323,563626
2016-01,Alabama,25445,14785,40230,4779736
2016-01,Arizona,15745,8512,24257,6392017
2016-01,Arkansas,7954,5982,13936,2915918
2016-01,California,52139,32970,85109,37253956
2016-01,Colorado,23518,13327,36845,5029196
2016-01,Connecticut,13096,4366,17462,3574097
2016-01,Delaware,2548,1608,4156,897934
2016-01,District of Columbia,52,3,55,601723
2016-01,Florida,62085,26356,88441,18801310
2016-01,Georgia,18236,9696,27932,9687653
2016-01,Idaho,4221,3820,8041,1567582
2016-01,Illinois,32112,12869,44981,12830632
2016-01,Indiana,29653,14356,44009,6483802
2016-01,Iowa,292,2600,2892,3046355
2016-01,Kansas,9196,6580,15776,2853118
2016-01,Kentucky,13847,7713,21560,4339367
2016-01,Louisiana,15485,10374,25859,4533372
2016-01,Maine,4625,3054,7679,1328361
2016-01,Maryland,3981,5541,9522,5773552
2016-01,Massachusetts,7211,3500,10711,6547629
2016-01,Michigan,17641,9995,27636,9883640
2016-01,Minnesota,12426,8624,21050,5303925
2016-01,Mississippi,10257,6713,16970,2967297
2016-01,Missouri,28980,15693,44673,5988927
2016-01,Montana,3354,3574,6928,989415
2016-01,Nebraska,179,2256,2435,1826341
2016-01,Nevada,6064,2835,8899,2700551
2016-01,New Hampshire,7146,3591,10737,1316470
2016-01,New Jersey,4520,4005,8525,8791894
2016-01,New Mexico,5921,4206,10127,2059179
2016-01,New York,12020,15461,27481,19378102
2016-01,North Carolina,1350,12950,14300,9535483
2016-01,North Dakota,2159,2554,4713,672591
2016-01,Ohio,38028,18613,56641,11536504
2016-01,Oklahoma,18688,10863,29551,3751351
2016-01,Oregon,15930,10403,26333,3831074
2016-01,Pennsylvania,57355,10224,67579,12702379
2016-01,Rhode Island,1413,898,2311,1052567
2016-01,South Carolina,12380,6289,18669,4625364
2016-01,South Dakota,3782,3815,7597,814180
2016-01,Tennessee,30411,16571,46982,6346105
2016-01,Texas,72626,38396,111022,25145561
2016-01,Utah,4662,3654,8316,2763885
2016-01,Vermont,1863,1379,3242,625741
2016-01,Virginia,27033,15699,42732,8001024
2016-01,Washington,20427,11355,31782,6724540
2016-01,West Virginia,7419,5505,12924,1852994
2016-01,Wisconsin,17969,10756,28725,5686986
2016-01,Wyoming,2181,1983,4164,563626
2015-12,Alabama,47605,33710,81315,4779736
2015-12,Arizona,25562,14725,40287,6392017
2015-12,Arkansas,13780,15241,29021,2915918
2015-12,California,74399,48762,123161,37253956
2015-12,Colorado,34653,22880,57533,5029196
2015-12,Connecticut,17828,6337,24165,3574097
2015-12,Delaware,3615,3274,6889,897934
2015-12,District of Columbia,76,3,79,601723
2015-12,Florida,86940,45769,132709,18801310
2015-12,Georgia,34974,25174,60148,9687653
2015-12,Idaho,7023,7813,14836,1567582
2015-12,Illinois,37193,20864,58057,12830632
2015-12,Indiana,44150,26105,70255,6483802
2015-12,Iowa,436,5654,6090,3046355
2015-12,Kansas,12324,12127,24451,2853118
2015-12,Kentucky,25569,19995,45564,4339367
2015-12,Louisiana,27778,25151,52929,4533372
2015-12,Maine,7493,5410,12903,1328361
2015-12,Maryland,4750,10241,14991,5773552
2015-12,Massachusetts,9398,4762,14160,6547629
2015-12,Michigan,25578,18826,44404,9883640
2015-12,Minnesota,16319,15491,31810,5303925
2015-12,Mississippi,20000,18908,38908,2967297
2015-12,Missouri,43300,30091,73391,5988927
2015-12,Montana,5902,7250,13152,989415
2015-12,Nebraska,282,4801,5083,1826341
2015-12,Nevada,9510,5088,14598,2700551
2015-12,New Hampshire,9537,5204,14741,1316470
2015-12,New Jersey,4304,6531,10835,8791894
2015-12,New Mexico,9027,7653,16680,2059179
2015-12,New York,15179,27786,42965,19378102
2015-12,North Carolina,2536,31238,33774,9535483
2015-12,North Dakota,3056,4212,7268,672591
2015-12,Ohio,60280,38256,98536,11536504
2015-12,Oklahoma,28388,21086,49474,3751351
2015-12,Oregon,23952,17062,41014,3831074
2015-12,Pennsylvania,90055,18758,108813,12702379
2015-12,Rhode Island,1663,1316,2979,1052567
2015-12,South Carolina,21019,16517,37536,4625364
2015-12,South Dakota,5240,6979,12219,814180
2015-12,Tennessee,51923,36311,88234,6346105
2015-12,Texas,107224,80247,187471,25145561
2015-12,Utah,8559,9114,17673,2763885
2015-12,Vermont,2428,2058,4486,625741
2015-12,Virginia,41097,29651,70748,8001024
2015-12,Washington,29473,18515,47988,6724540
2015-12,West Virginia,15080,13869,28949,1852994
2015-12,Wisconsin,24898,17831,42729,5686986
2015-12,Wyoming,3900,3754,7654,563626
2015-11,Alabama,23022,22650,45672,4779736
2015-11,Arizona,12382,9041,21423,6392017
2015-11,Arkansas,6359,11611,17970,2915918
2015-11,California,41181,35007,76188,37253956
2015-11,Colorado,19784,16082,35866,5029196
2015-11,Connecticut,11594,5072,16666,3574097
2015-11,Delaware,2152,2424,4576,897934
2015-11,District of Columbia,54,2,56,601723
2015-11,Florida,50796,28981,79777,18801310
2015-11,Georgia,16635,15227,31862,9687653
2015-11,Idaho,3609,5227,8836,1567582
2015-11,Illinois,24412,17227,41639,12830632
2015-11,Indiana,25519,20227,45746,6483802
2015-11,Iowa,267,4596,4863,3046355
2015-11,Kansas,7086,8702,15788,2853118
2015-11,Kentucky,12155,14847,27002,4339367
2015-11,Louisiana,14708,17368,32076,4533372
2015-11,Maine,4048,4387,8435,1328361
2015-11,Maryland,3220,8310,11530,5773552
2015-11,Massachusetts,6083,3931,10014,6547629
2015-11,Michigan,13634,17604,31238,9883640
2015-11,Minnesota,9373,14173,23546,5303925
2015-11,Mississippi,9785,13191,22976,2967297
2015-11,Missouri,21135,22852,43987,5988927
2015-11,Montana,2848,5170,8018,989415
2015-11,Nebraska,173,3724,3897,1826341
2015-11,Nevada,4889,3272,8161,2700551
2015-11,New Hampshire,4847,4165,9012,1316470
2015-11,New Jersey,3462,4704,8166,8791894
2015-11,New Mexico,5247,4974,10221,2059179
2015-11,New York,8650,23519,32169,19378102
2015-11,North Carolina,1370,20107,21477,9535483
2015-11,North Dakota,1720,3744,5464,672591
2015-11,Ohio,34878,31817,66695,11536504
2015-11,Oklahoma,15005,14753,29758,3751351
2015-11,Oregon,13586,11832,25418,3831074
2015-11,Pennsylvania,62752,16297,79049,12702379
2015-11,Rhode Island,954,932,1886,1052567
2015-11,South Carolina,11452,10393,21845,4625364
2015-11,South Dakota,2765,5484,8249,814180
2015-11,Tennessee,28815,24023,52838,6346105
2015-11,Texas,56941,51670,108611,25145561
2015-11,Utah,4314,5857,10171,2763885
2015-11,Vermont,1189,1826,3015,625741
2015-11,Virginia,24052,22348,46400,8001024
2015-11,Washington,15822,12425,28247,6724540
2015-11,West Virginia,6953,11561,18514,1852994
2015-11,Wisconsin,13700,17759,31459,5686986
2015-11,Wyoming,1745,2372,4117,563626
2015-10,Alabama,17810,14789,32599,4779736
2015-10,Arizona,10928,7308,18236,6392017
2015-10,Arkansas,5524,8839,14363,2915918
2015-10,California,37977,26151,64128,37253956
2015-10,Colorado,17059,14870,31929,5029196
2015-10,Connecticut,9306,4207,13513,3574097
2015-10,Delaware,1786,1774,3560,897934
2015-10,District of Columbia,66,0,66,601723
2015-10,Florida,45304,22587,67891,18801310
2015-10,Georgia,13192,12217,25409,9687653
2015-10,Idaho,2873,5535,8408,1567582
2015-10,Illinois,19306,12361,31667,12830632
2015-10,Indiana,18633,13859,32492,6483802
2015-10,Iowa,172,3318,3490,3046355
2015-10,Kansas,5542,5960,11502,2853118
2015-10,Kentucky,9520,10953,20473,4339367
2015-10,Louisiana,11765,14348,26113,4533372
2015-10,Maine,4028,6036,10064,1328361
2015-10,Maryland,3389,6110,9499,5773552
2015-10,Massachusetts,5226,3146,8372,6547629
2015-10,Michigan,10948,13244,24192,9883640
2015-10,Minnesota,8661,18163,26824,5303925
2015-10,Mississippi,7726,8231,15957,2967297
2015-10,Missouri,18686,18848,37534,5988927
2015-10,Montana,2701,6840,9541,989415
2015-10,Nebraska,168,2645,2813,1826341
2015-10,Nevada,4292,2549,6841,2700551
2015-10,New Hampshire,4303,3910,8213,1316470
2015-10,New Jersey,3668,3507,7175,8791894
2015-10,New Mexico,5346,4341,9687,2059179
2015-10,New York,8329,19836,28165,19378102
2015-10,North Carolina,1203,15479,16682,9535483
2015-10,North Dakota,1634,4868,6502,672591
2015-10,Ohio,27354,20613,47967,11536504
2015-10,Oklahoma,11653,10868,22521,3751351
2015-10,Oregon,13732,11626,25358,3831074
2015-10,Pennsylvania,50119,10921,61040,12702379
2015-10,Rhode Island,923,788,1711,1052567
2015-10,South Carolina,8301,7176,15477,4625364
2015-10,South Dakota,2483,6689,9172,814180
2015-10,Tennessee,24423,17480,41903,6346105
2015-10,Texas,43428,41157,84585,25145561
2015-10,Utah,2831,3827,6658,2763885
2015-10,Vermont,1183,1942,3125,625741
2015-10,Virginia,20672,17008,37680,8001024
2015-10,Washington,14937,12315,27252,6724540
2015-10,West Virginia,6286,8427,14713,1852994
2015-10,Wisconsin,12731,16908,29639,5686986
2015-10,Wyoming,1535,2274,3809,563626
2015-09,Alabama,16038,13392,29430,4779736
2015-09,Arizona,10378,7529,17907,6392017
2015-09,Arkansas,5356,6595,11951,2915918
2015-09,California,31897,24471,56368,37253956
2015-09,Colorado,15186,12898,28084,5029196
2015-09,Connecticut,8330,3566,11896,3574097
2015-09,Delaware,1503,1419,2922,897934
2015-09,District of Columbia,40,1,41,601723
2015-09,Florida,40647,20159,60806,18801310
2015-09,Georgia,12323,9659,21982,9687653
2015-09,Idaho,2782,5055,7837,1567582
2015-09,Illinois,17451,12693,30144,12830632
2015-09,Indiana,16754,11905,28659,6483802
2015-09,Iowa,191,2514,2705,3046355
2015-09,Kansas,4889,5167,10056,2853118
2015-09,Kentucky,8437,8102,16539,4339367
2015-09,Louisiana,16564,15861,32425,4533372
2015-09,Maine,3272,4190,7462,1328361
2015-09,Maryland,2615,4779,7394,5773552
2015-09,Massachusetts,4543,2442,6985,6547629
2015-09,Michigan,9276,11046,20322,9883640
2015-09,Minnesota,7639,14880,22519,5303925
2015-09,Mississippi,9974,8720,18694,2967297
2015-09,Missouri,16053,13650,29703,5988927
2015-09,Montana,2641,5616,8257,989415
2015-09,Nebraska,138,2012,2150,1826341
2015-09,Nevada,4183,2499,6682,2700551
2015-09,New Hampshire,3802,3112,6914,1316470
2015-09,New Jersey,3215,2728,5943,8791894
2015-09,New Mexico,4763,4167,8930,2059179
2015-09,New York,7532,15898,23430,19378102
2015-09,North Carolina,1131,12571,13702,9535483
2015-09,North Dakota,1399,3360,4759,672591
2015-09,Ohio,23309,16734,40043,11536504
2015-09,Oklahoma,10331,9491,19822,3751351
2015-09,Oregon,10419,11137,21556,3831074
2015-09,Pennsylvania,42205,8762,50967,12702379
2015-09,Rhode Island,816,585,1401,1052567
2015-09,South Carolina,8089,6836,14925,4625364
2015-09,South Dakota,2119,4338,6457,814180
2015-09,Tennessee,21223,14758,35981,6346105
2015-09,Texas,39567,45376,84943,25145561
2015-09,Utah,2735,4094,6829,2763885
2015-09,Vermont,1091,1464,2555,625741
2015-09,Virginia,18720,13891,32611,8001024
2015-09,Washington,13341,10892,24233,6724540
2015-09,West Virginia,5537,6493,12030,1852994
2015-09,Wisconsin,11463,13481,24944,5686986
2015-09,Wyoming,1498,2275,3773,563626
2015-08,Alabama,17991,13613,31604,4779736
2015-08,Arizona,9987,7109,17096,6392017
2015-08,Arkansas,5352,5941,11293,2915918
2015-08,California,33938,26257,60195,37253956
2015-08,Colorado,15890,12572,28462,5029196
2015-08,Connecticut,8418,3398,11816,3574097
2015-08,Delaware,1570,1392,2962,897934
2015-08,District of Columbia,65,2,67,601723
2015-08,Florida,42171,20307,62478,18801310
2015-08,Georgia,12736,9241,21977,9687653
2015-08,Idaho,2723,4163,6886,1567582
2015-08,Illinois,18088,11085,29173,12830632
2015-08,Indiana,16546,11880,28426,6483802
2015-08,Iowa,170,2288,2458,3046355
2015-08,Kansas,5378,5354,10732,2853118
2015-08,Kentucky,8238,7362,15600,4339367
2015-08,Louisiana,13992,11514,25506,4533372
2015-08,Maine,2966,3249,6215,1328361
2015-08,Maryland,2783,4315,7098,5773552
2015-08,Massachusetts,5177,2623,7800,6547629
2015-08,Michigan,9157,9431,18588,9883640
2015-08,Minnesota,7643,11193,18836,5303925
2015-08,Mississippi,7830,6651,14481,2967297
2015-08,Missouri,16501,13231,29732,5988927
2015-08,Montana,2688,4672,7360,989415
2015-08,Nebraska,140,1955,2095,1826341
2015-08,Nevada,3949,2462,6411,2700551
2015-08,New Hampshire,3870,3100,6970,1316470
2015-08,New Jersey,3555,2840,6395,8791894
2015-08,New Mexico,5029,3835,8864,2059179
2015-08,New York,7501,12410,19911,19378102
2015-08,North Carolina,1063,11789,12852,9535483
2015-08,North Dakota,1409,2855,4264,672591
2015-08,Ohio,23147,15795,38942,11536504
2015-08,Oklahoma,11425,9936,21361,3751351
2015-08,Oregon,10589,8789,19378,3831074
2015-08,Pennsylvania,41542,7972,49514,12702379
2015-08,Rhode Island,740,575,1315,1052567
2015-08,South Carolina,8487,6785,15272,4625364
2015-08,South Dakota,2233,3728,5961,814180
2015-08,Tennessee,22983,15384,38367,6346105
2015-08,Texas,41503,40561,82064,25145561
2015-08,Utah,2689,3477,6166,2763885
2015-08,Vermont,1171,1190,2361,625741
2015-08,Virginia,18252,12733,30985,8001024
2015-08,Washington,12705,9373,22078,6724540
2015-08,West Virginia,5565,5742,11307,1852994
2015-08,Wisconsin,11549,11531,23080,5686986
2015-08,Wyoming,1578,2045,3623,563626
2015-07,Alabama,17698,10276,27974,4779736
2015-07,Arizona,10226,6078,16304,6392017
2015-07,Arkansas,5216,4146,9362,2915918
2015-07,California,39980,27844,67824,37253956
2015-07,Colorado,15828,10903,26731,5029196
2015-07,Connecticut,8660,3012,11672,3574097
2015-07,Delaware,1523,1148,2671,897934
2015-07,District of Columbia,59,5,64,601723
2015-07,Florida,42570,18069,60639,18801310
2015-07,Georgia,12674,6707,19381,9687653
2015-07,Idaho,2576,3125,5701,1567582
2015-07,Illinois,18469,9243,27712,12830632
2015-07,Indiana,15416,8954,24370,6483802
2015-07,Iowa,120,1563,1683,3046355
2015-07,Kansas,5641,3849,9490,2853118
2015-07,Kentucky,8223,5645,13868,4339367
2015-07,Louisiana,11858,7371,19229,4533372
2015-07,Maine,2973,2469,5442,1328361
2015-07,Maryland,2918,3750,6668,5773552
2015-07,Massachusetts,4617,1993,6610,6547629
2015-07,Michigan,8837,6681,15518,9883640
2015-07,Minnesota,6949,7139,14088,5303925
2015-07,Mississippi,7869,4333,12202,2967297
2015-07,Missouri,16736,10260,26996,5988927
2015-07,Montana,2563,3612,6175,989415
2015-07,Nebraska,103,1332,1435,1826341
2015-07,Nevada,4074,2201,6275,2700551
2015-07,New Hampshire,3675,2517,6192,1316470
2015-07,New Jersey,3925,2538,6463,8791894
2015-07,New Mexico,4745,3325,8070,2059179
2015-07,New York,8140,9957,18097,19378102
2015-07,North Carolina,964,9325,10289,9535483
2015-07,North Dakota,1400,2040,3440,672591
2015-07,Ohio,23344,13252,36596,11536504
2015-07,Oklahoma,11162,7162,18324,3751351
2015-07,Oregon,9956,8029,17985,3831074
2015-07,Pennsylvania,38287,6885,45172,12702379
2015-07,Rhode Island,739,520,1259,1052567
2015-07,South Carolina,8486,4989,13475,4625364
2015-07,South Dakota,1926,2605,4531,814180
2015-07,Tennessee,22803,12231,35034,6346105
2015-07,Texas,41237,27981,69218,25145561
2015-07,Utah,2586,2842,5428,2763885
2015-07,Vermont,1178,939,2117,625741
2015-07,Virginia,19564,11481,31045,8001024
2015-07,Washington,12222,8220,20442,6724540
2015-07,West Virginia,5632,4503,10135,1852994
2015-07,Wisconsin,11408,7673,19081,5686986
2015-07,Wyoming,1512,1778,3290,563626
2015-06,Alabama,15299,8861,24160,4779736
2015-06,Arizona,9616,5804,15420,6392017
2015-06,Arkansas,4881,3689,8570,2915918
2015-06,California,33287,22795,56082,37253956
2015-06,Colorado,15127,10700,25827,5029196
2015-06,Connecticut,9429,3201,12630,3574097
2015-06,Delaware,1589,1169,2758,897934
2015-06,District of Columbia,45,4,49,601723
2015-06,Florida,39592,17115,56707,18801310
2015-06,Georgia,11502,6000,17502,9687653
2015-06,Idaho,2381,3063,5444,1567582
2015-06,Illinois,17666,8230,25896,12830632
2015-06,Indiana,14845,8455,23300,6483802
2015-06,Iowa,184,1634,1818,3046355
2015-06,Kansas,4610,3174,7784,2853118
2015-06,Kentucky,7280,5300,12580,4339367
2015-06,Louisiana,10584,6441,17025,4533372
2015-06,Maine,2906,2155,5061,1328361
2015-06,Maryland,2929,3776,6705,5773552
2015-06,Massachusetts,4398,2122,6520,6547629
2015-06,Michigan,8683,6668,15351,9883640
2015-06,Minnesota,7117,7084,14201,5303925
2015-06,Mississippi,6160,3422,9582,2967297
2015-06,Missouri,16285,9733,26018,5988927
2015-06,Montana,2514,3684,6198,989415
2015-06,Nebraska,142,1238,1380,1826341
2015-06,Nevada,3778,2373,6151,2700551
2015-06,New Hampshire,3745,2356,6101,1316470
2015-06,New Jersey,4261,2606,6867,8791894
2015-06,New Mexico,4546,3374,7920,2059179
2015-06,New York,8140,10400,18540,19378102
2015-06,North Carolina,1034,8587,9621,9535483
2015-06,North Dakota,1335,2008,3343,672591
2015-06,Ohio,22545,13307,35852,11536504
2015-06,Oklahoma,10529,6612,17141,3751351
2015-06,Oregon,9661,8073,17734,3831074
2015-06,Pennsylvania,39007,6733,45740,12702379
2015-06,Rhode Island,797,572,1369,1052567
2015-06,South Carolina,7693,4135,11828,4625364
2015-06,South Dakota,1866,2611,4477,814180
2015-06,Tennessee,18596,10241,28837,6346105
2015-06,Texas,43199,27650,70849,25145561
2015-06,Utah,2549,2745,5294,2763885
2015-06,Vermont,1149,890,2039,625741
2015-06,Virginia,16539,10126,26665,8001024
2015-06,Washington,12207,8243,20450,6724540
2015-06,West Virginia,5468,4455,9923,1852994
2015-06,Wisconsin,9973,7540,17513,5686986
2015-06,Wyoming,1380,1731,3111,563626
2015-05,Alabama,15629,9031,24660,4779736
2015-05,Arizona,10829,6105,16934,6392017
2015-05,Arkansas,4871,3881,8752,2915918
2015-05,California,36049,25174,61223,37253956
2015-05,Colorado,15660,11252,26912,5029196
2015-05,Connecticut,9170,3432,12602,3574097
